{982}abiguominyinhang 阿比国民银行
{5325}gaoyiduanluo 告一段落
{6244}gaoyijia 高溢价
{2366}gaoyushijiachushou 高于市价出售
{5866}gaozengzhang 高增长
{11176}gaozhichuli 告知处理
{946}gaozixintouziren 高资信投资人
{3686}gebankuai 各板块
{1518}gebiefudan 个别负担
{3838}gedangci 各档次
{7549}gedengmoxing 戈登模型
{9429}gefangmian 各方面
{4786}gegongzuorili 个工作日里
{4481}gegongzuorinei 个工作日内
{8700}gegu 个股
{4831}gegubiaoxian 个股表现
{4900}geguchaxun 个股查询
{2917}gegufangmian 个股方面
{7079}gegufenhua 个股分化
{9397}gegufenxi 个股分析
{9614}geguhangqing 个股行情
{3246}gegujihui 个股机会
{401}gegupingpan 个股平盘
{4675}geguxiadie 个股下跌
{3359}geguzoushi 个股走势
{8749}geguohuobi 各国货币
{4532}gejiayinhang 各家银行
{1058}gelahanmuduodelilun 格拉汉姆多德理论
{958}gelamuludemanfaan 格拉姆路德曼法案
{1710}gelasisidigeerfa 格拉斯斯蒂格尔法
{8429}geleifengxian 各类风险
{1088}geleihanmufaze 格雷汉姆法则
{4188}geleishangpin 各类商品
{3889}gelinqihuo 格林期货
{8359}geling 格令
{10660}gerencaichan 个人财产
{7854}gerenduzi 个人独资
{6442}gerenjiehui 个人结汇
{3432}gerenlicai 个人理财
{3657}gerenlicaiwang 个人理财网
{2953}gerenlicaiyewu 个人理财业务
{8744}gerenshouhui 个人售汇
{2347}gerenshouhuiyewu 个人售汇业务
{11121}gerentouzi 个人投资
{2430}gerentuixiujinzhanghu 个人退休金账户
{8724}gerenxinyong 个人信用
{8139}gerenxinyongjilu 个人信用记录
{7060}gerenxinyongqingkuang 个人信用情况
{7658}gerenxinyongxinxi 个人信用信息
{7296}gerenzhanghu 个人账户
{8098}gerenzhengxinxitong 个人征信系统
{378}gerenzhitou 个人直投
{8221}gerenzhuyedaikuan 个人助业贷款
{1741}gerihuigou 隔日回购
{2110}gerijiesuan 隔日结算
{9477}geshihetong 格式合同
{10271}geti 个体
{2636}gexiangchengben 各项成本
{7976}gexiangguiding 各项规定
{4879}gexiangzichan 各项资产
{7025}geyejiaoyi 隔夜交易
{10335}geyinhang 各银行
{2239}gezhourengou 葛洲认购
{3214}gezichengdan 各自承担
{8592}geiyinhang 给银行
{1185}gendantiexianpiaoju 跟单贴现票据
{7023}gendantuoshou 跟单托收
{476}genjuguojiayouguanguiding 根据国家有关规定
{6089}genjuxieyi 根据协议
{5778}genjuxuyao 根据需要
{8276}genjuzishen 根据自身
{9243}genzhiyu 根植于
{9245}gengdachengdu 更大程度
{3271}gengdakuisun 更大亏损
{8272}gengduohuowu 更多货物
{5528}gengfada 更发达
{3914}genggaohuibao 更高回报
{617}gengjutouzijiazhi 更具投资价值
{3281}genglingrendanyou 更令人担忧
{5461}gengqueding 更确定
{8150}gengrongyihuoli 更容易获利
{7860}gengweifengfu 更为丰富
{7390}gengweimingxian 更为明显
{7485}gengweirongyi 更为容易
{3240}gengweishiyi 更为适宜
{8762}gengweixihua 更为细化
{8177}gengwending 更稳定
{8249}gengyoubawo 更有把握
{9034}gengyoujingzhengli 更有竞争力
{4136}gengyoushouhuo 更有收获
{8158}gengyouxiyinli 更有吸引力
{2581}gengzhenglei 更正类
{7241}gengzhongyao 更重要
{8882}gongbao 共保
{10732}gongbuyingqiu 供不应求
{9484}gongchanzhuyi 共产主义
{10604}gongchengxiangmu 工程项目
{5600}gongdagaoxin 工大高新
{5386}gongfaxing 共发行
{8198}gonggaoban 公告板
{1301}gonggaobuwaizhaiquanxiaoshou 公告簿外债券销售
{3766}gonggaocheng 公告称
{5444}gonggaosudi 公告速递
{2653}gonggaotongzhi 公告通知
{2122}gonggongtouzizhe 公共投资者
{294}gonggu 公股
{3209}gonghang 工行
{8594}gonghangwangyin 工行网银
{2872}gonghangxitong 工行系统
{9510}gonghewang 共合网
{2014}gongjijinfenge 公积金分割
{6416}gongjijinlv 公积金率
{6586}gongjiqu 供给区
{5808}gongjiyuxuqiu 供给与需求
{6342}gongjuzuhe 工具组合
{1799}gongkaicaibiao 公开财表
{8979}gongkaicaifang 公开采访
{3084}gongkaichushou 公开出售
{10467}gongkaifashou 公开发售
{384}gongkaifashoubufen 公开发售部分
{7030}gongkaifaxing 公开发行
{6171}gongkaigupiao 公开股票
{8808}gongkaiguapai 公开挂牌
{5675}gongkaiguapaijiaoyi 公开挂牌交易
{10599}gongkaihanjia 公开喊价
{10199}gongkaipaimai 公开拍卖
{6623}gongkaiqianze 公开谴责
{10375}gongkairengou 公开认购
{8151}gongkaishangshi 公开上市
{10826}gongkaishichang 公开市场
{3245}gongkaishichangcaozuo 公开市场操作
{10379}gongkaizhaobiao 公开招标
{10272}gongkaizhaogu 公开招股
{2057}gongkaizhaogugongsi 公开招股公司
{8102}gongkaizhengji 公开征集
{293}gongmu 公募
{8818}gongmujijin 公募基金
{6704}gongnongzhongjian 工农中建
{3970}gongpingdingjia 公平定价
{1021}gongpingdulihesuanxitong 公平独立核算系统
{8770}gongpingjiage 公平价格
{10016}gongpingjiaoyi 公平交易
{1448}gongpingjiaoyifaling 公平交易法令
{6746}gongpingjingzheng 公平竞争
{7064}gongqian 工钱
{10055}gongqiuguanxi 供求关系
{9403}gongqiuguanxishiheng 供求关系失衡
{8656}gongqiuquxian 供求曲线
{5295}gongrendu 公认度
{7170}gongshangju 工商局
{6550}gongshangyinhang 工商银行
{3055}gongsicengmian 公司层面
{7686}gongsichigu 公司持股
{9844}gongsidailiren 公司代理人
{8646}gongsifuzhai 公司负债
{6198}gongsiguben 公司股本
{4321}gongsiguji 公司估计
{9017}gongsigujia 公司股价
{7089}gongsigupiao 公司股票
{108}gongsiheyingyinhang 公私合营银行
{7814}gongsihuigou 公司回购
{8261}gongsijiazhi 公司价值
{6005}gongsilicai 公司理财
{5513}gongsimuqian 公司目前
{2334}gongsiqiyue 公司契约
{8636}gongsiquanzheng 公司权证
{1041}gongsirongziweiyuanhui 公司融资委员会
{2055}gongsishourujijin 公司收入基金
{1190}gongsishuidengjiawu 公司税等价物
{3964}gongsisuoyouquan 公司所有权
{6519}gongsitouzijihua 公司投资计划
{7103}gongsiyeji 公司业绩
{8225}gongsiyingli 公司盈利
{3210}gongsizhai 公司债
{10874}gongsizhaiquan 公司债券
{1216}gongsizhaiquandanweixintuo 公司债券单位信托
{1854}gongsizhaiquandengjiawu 公司债券等价物
{1631}gongsizhaiquanxiangdengshouyilv 公司债券相等收益率
{9724}gongsizhangcheng 公司章程
{2597}gongsizhanghu 公司账户
{7832}gongsizhi 公司制
{5431}gongsizhili 公司治理
{9975}gongsizichan 公司资产
{10695}gongtongcaichan 共同财产
{1179}gongtongchujin 共同储金
{4954}gongtongchuzi 共同出资
{10489}gongtongdanbaoren 共同担保人
{6948}gongtongfaqiren 共同发起人
{7109}gongtonggongsi 共同公司
{10776}gongtongjijin 共同基金
{9777}gongtongrongzi 共同融资
{6870}gongtongsuoyou 共同所有
{4899}gongtongxiangyou 共同享有
{796}gongtongxiangyouquan 共同享有权
{2056}gongtongxiehui 共同协会
{1913}gongtongxintuojijin 共同信托基金
{2263}gongtongxinxichuanshuxitong 共同信息传输系统
{7354}gongtongyongyou 共同拥有
{8246}gongtongzhanghu 共同账户
{7417}gongtongzucheng 共同组成
{8819}gongtongzulin 共同租赁
{1739}gongxiangzhanghu 共享账户
{4554}gongxumaodun 供需矛盾
{1168}gongyediya 工业抵押
{7095}gongyejijin 工业基金
{1271}gongyiweizhuxintuo 公益为主信托
{10050}gongyixintuo 公益信托
{1450}gongyixingshengyu 公益性剩余
{6335}gongyinruixin 工银瑞信
{9025}gongyinruixinjijin 工银瑞信基金
{2121}gongyinruixinjijinguanliyouxiangongsi 工银瑞信基金管理有限公司
{1373}gongyinshouyi 工银收益
{3600}gongyinyazhou 工银亚洲
{5360}gongyinghua 公营化
{4023}gongyingpianjin 供应偏紧
{1665}gongyongshiyeshouruzhaiquan 公用事业收入债券
{1022}gongyongshiyezhaiquan 公用事业债券
{11322}gongzhai 公债
{1438}gongzhailianjiemoxing 公债联结模型
{10378}gongzhonggongsi 公众公司
{6553}gongzhonggu 公众股
{530}gongzhongjizi 公众集资
{5074}gongzishangzhang 工资上涨
{7284}gongzuofangan 工作方案
{8751}gongzuohuiyi 工作会议
{3982}gouchedaikuan 购车贷款
{3001}goufangdaikuan 购房贷款
{4763}goufangfengxian 购房风险
{2897}goufangjihua 购房计划
{7697}goufangzhe 购房者
{10617}gouhui 购回
{8015}gouhui 购汇
{9367}gouhuihuankuan 购汇还款
{7037}goujin 购进
{5970}goumaigaochao 购买高潮
{11181}goumaili 购买力
{107}goumailipingjiashuo 购买力平价说
{7332}goumaiqu 购买区
{7376}goumaishouxu 购买手续
{9561}goumaiwaihui 购买外汇
{11201}goupiaoriqi 购票日期
{10952}goupiaoyuan 购票员
{1798}gouruchiyou 购入持有
{2292}gourudaikuanyuanzhi 购入贷款原值
{7551}goutongxietiao 沟通协调
{8259}gouxiaojiage 购销价格
{9980}gouxiaojiagedaogua 购销价格倒挂
{9874}guben 股本
{935}gubenfangdichantouzixintuogongsi 股本房地产投资信托公司
{761}gubenfengxiantieshui 股本风险贴水
{6231}gubenguimo 股本规模
{10384}gubenjiegou 股本结构
{9060}gubenkuozhang 股本扩张
{6165}gubenquanzheng 股本权证
{741}gubenzhaiquan 股本债券
{11078}gubenzhengquan 股本证券
{3579}gubenzonge 股本总额
{5935}gubi 古币
{4678}guchengwang 股城网
{7338}gudifantan 谷底反弹
{1573}gudigouruzhe 谷底购入者
{10598}gudingchengben 固定成本
{9760}gudingfeiyong 固定费用
{9298}gudingguli 固定股利
{2202}gudinggulilv 固定股利率
{147}gudinghuilvzhi 固定汇率制
{3681}gudinglilv 固定利率
{1806}gudingmeiyuanzhengquan 固定美元证券
{6432}gudingnianjin 固定年金
{2922}gudingshouyi 固定收益
{7801}gudingshouyichanpin 固定收益产品
{4642}gudingshouyilei 固定收益类
{4266}gudingshouyileichanpin 固定收益类产品
{8450}gudingzhuangzhi 固定装置
{10415}gudingziben 固定资本
{9538}gudingzichanguanli 固定资产管理
{1855}gudingzichanguanlixitong 固定资产管理系统
{2511}gudingzichanjianzhizhunbei 固定资产减值准备
{11329}gudingzichantouzi 固定资产投资
{10569}gudongdahui 股东大会
{7850}gudongdahuijueyi 股东大会决议
{6891}gudongliyi 股东利益
{2871}gudongmingcheng 股东名称
{8271}gudongsusong 股东诉讼
{670}gudongweiji 股东危机
{6776}gudongzhanghu 股东账户
{8236}gue 固额
{9391}gufenbiandong 股份变动
{48}gufenbugongkaigongsi 股份不公开公司
{302}gufenchurangfang 股份出让方
{9902}gufenhuigou 股份回购
{8758}gufenjingji 股份经济
{2703}gufenpingzheng 股份凭证
{4740}gufenshangshi 股份上市
{4292}gufenshuliang 股份数量
{252}gufenyinhang 股份银行
{10403}gufenyouxiangongsi 股份有限公司
{11284}gufenzhi 股份制
{7716}gufenzhigaige 股份制改革
{6047}gufenzhishangyeyinhang 股份制商业银行
{2761}gufenzhiyinhang 股份制银行
{4222}gufenzongshu 股份总数
{8410}gugai 股改
{8424}gugaichengnuo 股改承诺
{9135}gugaifangan 股改方案
{633}guguda 股股达
{6499}gujia 股价
{10579}gujia 估价
{5163}gujiabaodie 股价暴跌
{4325}gujiabaozhang 股价暴涨
{9546}gujiabiandong 股价变动
{588}gujiachaoguo 估价超过
{4368}gujiafanwei 股价范围
{5921}gujiagaogu 股价高估
{9386}gujiahendi 股价很低
{3485}gujiajiegou 股价结构
{3064}gujiashangyang 股价上扬
{10132}gujiashangzhang 股价上涨
{4644}gujiashuiping 股价水平
{4903}gujiaxiacuo 股价下挫
{6944}gujiaxiadie 股价下跌
{5133}gujiazhangfu 股价涨幅
{3769}gujiazhishu 股价指数
{11150}guli 股利
{7321}gulifafanglv 股利发放率
{3598}gulifenpei 股利分配
{1263}gulijiagebi 股利价格比
{1270}guliyijingzhifu 股利已经支付
{6707}gumin 股民
{4318}guminzaixian 股民在线
{4316}guminzhijia 股民之家
{4758}gupiaoba 股票吧
{1709}gupiaobiaozhi 股票标识
{423}gupiaocaijingwang 股票财经网
{3627}gupiaochiyouzhe 股票持有者
{986}gupiaochongzhi 股票充值
{3992}gupiaodazhang 股票大涨
{760}gupiaodailijiaoyishang 股票代理交易商
{6180}gupiaodaima 股票代码
{9259}gupiaofaxing 股票发行
{2720}gupiaofaxingjiage 股票发行价格
{883}gupiaofaxingzhekou 股票发行折扣
{5954}gupiaoguohu 股票过户
{4185}gupiaohangqingwang 股票行情网
{740}gupiaohonglixintuo 股票红利信托
{4191}gupiaoji 股票机
{5833}gupiaojijin 股票基金
{1721}gupiaojilubu 股票记录部
{823}gupiaojizhang 股票记账
{11348}gupiaojiage 股票价格
{5378}gupiaojiagezhishu 股票价格指数
{7746}gupiaojiazhi 股票价值
{251}gupiaojiaoge 股票交割
{10290}gupiaojiaoyi 股票交易
{10131}gupiaojiaoyisuo 股票交易所
{2692}gupiaojie 股票界
{9878}gupiaojingjiren 股票经纪人
{5132}gupiaojingzhi 股票净值
{148}gupiaokongzhie 股票控制额
{10560}gupiaomaimai 股票买卖
{7350}gupiaomingcheng 股票名称
{106}gupiaoneimujiaoyi 股票内幕交易
{4946}gupiaopeizhi 股票配置
{6687}gupiaopingji 股票评级
{8958}gupiaopingzheng 股票凭证
{3941}gupiaoqihuo 股票期货
{105}gupiaoqihuojiaoyi 股票期货交易
{5366}gupiaoqingdan 股票清单
{4749}gupiaorongzi 股票融资
{4431}gupiaorumen 股票入门
{7168}gupiaoruanjian 股票软件
{11359}gupiaoshichang 股票市场
{3273}gupiaoshijia 股票市价
{2225}gupiaoshoucigongkaifaxing 股票首次公开发行
{2857}gupiaoshuliang 股票数量
{8342}gupiaotouji 股票投机
{9423}gupiaotouzi 股票投资
{9496}gupiaotuijian 股票推荐
{3909}gupiaowangzhidaquan 股票网址大全
{2633}gupiaoxiadie 股票下跌
{104}gupiaoxianhuojiaoyi 股票现货交易
{7340}gupiaoxinxi 股票信息
{2655}gupiaoxingtai 股票形态
{3691}gupiaoxingzhi 股票性质
{4483}gupiaoyanjiu 股票研究
{6967}gupiaoyidong 股票异动
{7277}gupiaozhanghu 股票帐户
{6638}gupiaozhishu 股票指数
{30}gupiaozhishuqihuojiaoyi 股票指数期货交易
{9076}gupiaozhixing 股票之星
{10209}gupiaozhuanrang 股票转让
{1512}gupiaozhuanrangshouquanshu 股票转让授权书
{6676}gupiaozichan 股票资产
{2918}gupiaozixun 股票资讯
{8057}guqianbi 古钱币
{4849}guquandengji 股权登记
{7615}guquanfenzhi 股权分置
{6766}guquanfenzhigaige 股权分置改革
{412}guquanfenzhigaigefangan 股权分置改革方案
{5524}guquanjili 股权激励
{7468}guquanrongzi 股权融资
{2805}guquantouzi 股权投资
{3360}guquanxintuo 股权信托
{5254}guquanzhuanranggonggao 股权转让公告
{3639}guquanzhuanrangxieyi 股权转让协议
{4013}gushangshi 股上市
{3277}gushenwang 股神网
{3252}gushibodong 股市波动
{3206}gushicaozuo 股市操作
{4329}gushidadie 股市大跌
{5229}gushidongtaifenxi 股市动态分析
{9042}gushihuobao 股市火爆
{4192}gushijianguan 股市监管
{696}gushijuzhen 股市巨震
{5175}gushikuaixun 股市快讯
{2632}gushimajing 股市马经
{3963}gushiqianjing 股市前景
{5519}gushitiaozheng 股市调整
{2712}gushitouzi 股市投资
{3495}gushitouzizhe 股市投资者
{3519}gushizoushi 股市走势
{686}gushizuoshou 股市作手
{726}gusuandezichanfuzhaibiao 估算的资产负债表
{8582}gusuanjiazhi 估算价值
{2170}gusuanshuie 估算税额
{5121}gutianxia 股天下
{641}gutongtianxia 股通天下
{7782}guwanshichang 古玩市场
{11244}guxi 股息
{1901}guxibokuan 股息拨款
{802}guyuangongkuan 雇员供款
{1842}guyuanyanglaojinjihua 雇员养老金计划
{9526}guzhi 股指
{10401}guzhi 估值
{9008}guzhifanwei 估值范围
{4382}guzhifengxian 估值风险
{6283}guzhiheli 估值合理
{5825}guzhijiaogao 估值较高
{6418}guzhiqihuo 股指期货
{7798}guzhiqihuoheyue 股指期货合约
{8730}guzhiqiquan 股指期权
{8117}guzhishangzhang 股指上涨
{10585}guzhishuiping 估值水平
{2803}guzhitixi 估值体系
{3241}guzhixiadie 股指下跌
{6334}guzhiyijia 估值溢价
{1774}guzhizhekou 估值折扣
{8370}guzhizhibiao 估值指标
{1743}guzhugongkuan 雇主供款
{1400}guzhupingzheng 雇主凭证
{250}guagoufudong 挂钩浮动
{6193}guagoupiaoju 挂钩票据
{6217}guahuzi 刮胡子
{5607}guajia 挂价
{10336}guapai 挂牌
{8782}guapaichurang 挂牌出让
{7051}guapaijiaoyi 挂牌交易
{2689}guapaishangshi 挂牌上市
{7158}guapaishijian 挂牌时间
{8653}guatoulongduan 寡头垄断
{8983}guazhang 挂帐
{7555}guance 观测
{6713}guanchapanmian 观察盘面
{1671}guanchezhiling 贯彻指令
{247}guanfangchubei 官方储备
{10988}guanfanghuilv 官方汇率
{249}guanjianhuobi 关键货币
{5488}guanlibanfa 管理办法
{6191}guanliceng 管理层
{5341}guanlicengshougou 管理层收购
{10681}guanlichengben 管理成本
{10797}guanlifeiyong 管理费用
{9903}guanlifengxian 管理风险
{246}guanlifudong 管理浮动
{5508}guanligongsi 管理公司
{783}guanliheyusuanbangongshi 管理和预算办公室
{8383}guanlijigou 管理机构
{11139}guanlikuaiji 管理会计
{9641}guanlikuangjia 管理框架
{2696}guanlixuejia 管理学家
{8900}guanliyewu 管理业务
{9825}guanliyinhang 管理银行
{6055}guanliyoushi 管理优势
{9616}guanliyouxiangongsi 管理有限公司
{999}guanliyouxianzerengongsi 管理有限责任公司
{2859}guanlizhize 管理职责
{4898}guanliandujiaogao 关联度较高
{6918}guanlianfangjiaoyi 关联方交易
{248}guanliangongsi 关联公司
{6121}guanlianhuankuan 关联还款
{1758}guanliankonggu 关联控股
{10566}guanlianqiye 关联企业
{6876}guanlianren 关联人
{9335}guanlianyundong 关联运动
{4938}guanwangqi 观望期
{6852}guanya 惯压
{5818}guanyinbi 观音币
{7705}guanyutiaozheng 关于调整
{7303}guanyuzuohao 关于做好
{16}guanzhideshuangbianjiesuanzhidu 管制的双边结算制度
{1055}guanzhuchushoufangyufa 冠珠出售防御法
{9053}guangdabaodexin 光大保德信
{5411}guangdabaodexinjijin 光大保德信基金
{1558}guangdabaodexinjijinguanliyouxiangongsi 光大保德信基金管理有限公司
{9105}guangdahongligupiao 光大红利股票
{8067}guangdalianghuahexin 光大量化核心
{3776}guangdatouzizhe 广大投资者
{8431}guangdaxinzengzhang 光大新增长
{7577}guangdazhengquan 光大证券
{4564}guangdongbailingxin 广东百灵信
{9650}guangdongfazhanyinhang 广东发展银行
{3158}guangdongkede 广东科德
{3630}guangdongzhengquan 广东证券
{8792}guangfa 广发
{7028}guangfacelueyouxuan 广发策略优选
{1936}guangfadapanchengzhang 广发大盘成长
{3916}guangfahuafu 广发华福
{6642}guangfajijin 广发基金
{1035}guangfajijinguanliyouxiangongsi 广发基金管理有限公司
{4470}guangfayinhang 广发银行
{6893}guangfazhengquan 广发证券
{5946}guanggaogongsi 广告公司
{7793}guanggaoxindai 广告信贷
{7248}guangpiaotuoshou 光票托收
{8889}guangshentielu 广深铁路
{5390}guangweiliuchuan 广为流传
{307}guangxijijinwang 广西基金网
{3468}guangzhouboxin 广州博信
{5231}guangzhoufenhang 广州分行
{2776}guangzhoukejiwang 广州科技网
{3584}guangzhouwanlong 广州万隆
{583}guangzhouxinsheng 广州新升
{610}guangzhouyuncaixing 广州运财行
{3602}guangzhouzhengquan 广州证券
{8052}guibinting 贵宾厅
{8527}guibintongdao 贵宾通道
{6546}guidingnianxian 规定年限
{4891}guidingqixian 规定期限
{5102}guiguyinhang 硅谷银行
{4647}guihuajiaohao 规划较好
{7032}guihuawei 规划委
{3464}guihuantouzi 归还投资
{1279}guihuanzhaiquanbenli 归还债券本利
{9883}guijinshu 贵金属
{5342}guijinshumaimai 贵金属买卖
{8988}guijinshutouzi 贵金属投资
{6403}guimogengda 规模更大
{620}guimojiangda 规模将达
{9532}guimojiaoda 规模较大
{7408}guimojiaoxiao 规模较小
{6862}guimokuozhang 规模扩张
{2212}guimomaimai 规模买卖
{5994}guimoxiaoyi 规模效益
{2715}guimoxiaoying 规模效应
{2550}guitaichuku 柜台出库
{2345}guitaijizhangshiguozhai 柜台记账式国债
